ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
24518,JC243520,04/29/2019 11:40:00 PM,066XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0321,003,20,42,01A,1182033,1861137,2019,02/17/2021 03:47:50 PM,41.774183604,-87.608249138,"(41.774183604, -87.608249138)"
24495,JC228896,04/18/2019 10:36:00 AM,068XX S ST LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0321,003,20,42,01A,1181416,1859851,2019,06/20/2020 03:48:45 PM,41.770668945,-87.610550542,"(41.770668945, -87.610550542)"
23899,JB232062,04/21/2018 07:05:00 AM,066XX S EVANS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,0321,003,20,42,01A,1182362,1861087,2018,06/20/2020 03:48:45 PM,41.774038781,-87.607044646,"(41.774038781, -87.607044646)"
24874,JC554721,12/21/2019 01:56:00 AM,073XX S BLACKSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,7,43,01A,1187473,1856685,2019,06/20/2020 03:48:45 PM,41.761839336,-87.588448717,"(41.761839336, -87.588448717)"
20802,HV612588,02/12/2013 10:30:00 PM,072XX S BENNETT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0333,003,5,43,01A,1189961,1857323,2013,06/20/2020 03:48:45 PM,41.76353058,-87.579309571,"(41.76353058, -87.579309571)"
24396,JC138307,02/03/2019 02:40:00 AM,009XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,003,8,69,01A,1183963,1855484,2019,06/20/2020 03:48:45 PM,41.758626359,-87.601350551,"(41.758626359, -87.601350551)"
24241,JB265786,05/02/2018 04:45:00 AM,063XX S MINERVA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0314,003,20,42,01A,1185274,1862873,2018,06/20/2020 03:48:45 PM,41.778871742,-87.59631384,"(41.778871742, -87.59631384)"
24487,JC215784,04/15/2019 04:09:00 PM,015XX E 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,7,43,01A,1187811,1857558,2019,06/20/2020 03:48:45 PM,41.764226888,-87.587182174,"(41.764226888, -87.587182174)"
24832,JC505742,11/10/2019 06:40:00 PM,019XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0332,003,5,43,01A,1190228,1858307,2019,06/20/2020 03:48:45 PM,41.76622433,-87.57829932,"(41.76622433, -87.57829932)"
24254,JB489963,10/25/2018 06:38:00 PM,070XX S CLYDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0331,003,5,43,01A,1191435,1858491,2018,06/20/2020 03:48:45 PM,41.766700081,-87.573869353,"(41.766700081, -87.573869353)"
1572,HH476789,06/29/2002 11:36:00 PM,069XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0322,003,6,69,01A,1178791,1859090,2002,06/20/2020 03:48:45 PM,41.768640814,-87.620195828,"(41.768640814, -87.620195828)"
24588,JC294466,06/06/2019 11:30:00 AM,064XX S KENWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0314,003,20,42,01A,1186179,1862494,2019,06/20/2020 03:48:45 PM,41.777810401,-87.593008043,"(41.777810401, -87.593008043)"
24226,JB470342,10/10/2018 04:37:00 PM,002XX E 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0311,003,20,40,01A,1178919,1863293,2018,06/20/2020 03:48:45 PM,41.780171366,-87.61959879,"(41.780171366, -87.61959879)"
24546,JC266273,05/17/2019 01:22:00 AM,072XX S JEFFERY BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0333,003,5,43,01A,1190794,1857458,2019,06/20/2020 03:48:45 PM,41.763880953,-87.576252151,"(41.763880953, -87.576252151)"
24584,JB102719,01/03/2018 11:38:00 AM,068XX S EVANS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0321,003,20,42,01A,1182393,1859883,2018,06/20/2020 03:48:45 PM,41.77073417,-87.606968284,"(41.77073417, -87.606968284)"
24888,JC565147,12/30/2019 12:07:00 PM,021XX E 69TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0331,003,5,43,01A,1191853,1859641,2019,06/20/2020 03:48:45 PM,41.769845631,-87.572299952,"(41.769845631, -87.572299952)"
24972,JD166260,02/26/2020 11:17:00 PM,014XX E 69TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0332,003,5,43,01A,1187299,1859536,2020,06/20/2020 03:48:45 PM,41.769666866,-87.588996014,"(41.769666866, -87.588996014)"
23544,JA407726,08/27/2017 05:25:00 AM,064XX S CHAMPLAIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0312,003,20,42,01A,1181674,1862471,2017,06/20/2020 03:48:45 PM,41.777852526,-87.609523993,"(41.777852526, -87.609523993)"
25043,JD212515,04/19/2020 04:45:00 PM,074XX S BLACKSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,8,43,01A,1187500,1855739,2020,06/20/2020 03:48:45 PM,41.759242785,-87.588379786,"(41.759242785, -87.588379786)"
24669,JC366984,07/27/2019 02:34:00 PM,067XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0322,003,6,69,01A,1177887,1860296,2019,06/20/2020 03:48:45 PM,41.771970728,-87.62347293,"(41.771970728, -87.62347293)"
20078,HT515262,09/26/2011 04:12:00 PM,004XX E 60TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0313,003,20,42,01A,1180139,1865323,2011,06/20/2020 03:48:45 PM,41.785714007,-87.615063951,"(41.785714007, -87.615063951)"
24471,JC214843,04/07/2019 07:04:00 AM,065XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,20,42,01A,1183351,1861802,2019,06/20/2020 03:48:45 PM,41.77597783,-87.603396958,"(41.77597783, -87.603396958)"
24403,JC147657,02/10/2019 10:00:00 PM,070XX S CREGIER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0332,003,5,43,01A,1189418,1858696,2019,06/20/2020 03:48:45 PM,41.767311251,-87.581255746,"(41.767311251, -87.581255746)"
23134,JA153356,02/14/2017 12:38:00 PM,020XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,0331,003,5,43,01A,1190958,1858322,2017,06/20/2020 03:48:45 PM,41.766247876,-87.575623169,"(41.766247876, -87.575623169)"
25707,JE104195,01/05/2021 07:22:00 PM,002XX E 69TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0322,003,6,69,01A,1178924,1858987,2021,01/12/2021 03:54:10 PM,41.768355144,-87.619711453,"(41.768355144, -87.619711453)"
25194,JD268199,06/18/2020 04:08:00 PM,065XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0312,003,20,69,01A,1180046,1861715,2020,06/25/2020 03:52:14 PM,41.775815434,-87.615515359,"(41.775815434, -87.615515359)"
25197,JD268650,06/19/2020 12:10:00 AM,063XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0312,003,20,69,01A,1180014,1862880,2020,06/26/2020 03:56:22 PM,41.779013043,-87.615597022,"(41.779013043, -87.615597022)"
25471,JD368438,09/15/2020 11:18:00 PM,027XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0334,003,7,43,01A,1195762,1856136,2020,10/04/2020 03:47:07 PM,41.76013186,-87.558087344,"(41.76013186, -87.558087344)"
25495,JD379647,09/26/2020 04:22:00 AM,070XX S HARPER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0332,003,5,43,01A,1187600,1858635,2020,10/03/2020 03:50:39 PM,41.76718729,-87.58792132,"(41.76718729, -87.58792132)"
25283,JB206060,06/19/2020 03:57:00 AM,066XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,5,42,01A,1183365,1861275,2020,07/10/2020 03:50:20 PM,41.774531367,-87.603362034,"(41.774531367, -87.603362034)"
25504,JD381639,09/28/2020 01:19:00 AM,014XX E 73RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,8,43,01A,1186922,1856876,2020,10/05/2020 03:51:41 PM,41.762376533,-87.590462119,"(41.762376533, -87.590462119)"
25294,JD293383,07/11/2020 01:21:00 AM,070XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0322,003,6,69,01A,1180140,1858252,2020,07/18/2020 03:54:34 PM,41.766310455,-87.615276756,"(41.766310455, -87.615276756)"
25305,JD295463,07/13/2020 02:02:00 AM,067XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,20,42,01A,1181070,1860457,2020,07/20/2020 03:52:16 PM,41.772339842,-87.611800196,"(41.772339842, -87.611800196)"
25314,JD281735,07/16/2020 09:24:00 PM,072XX S WOODLAWN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0324,003,5,69,01A,1185463,1857371,2020,07/23/2020 05:57:02 PM,41.763769311,-87.595793934,"(41.763769311, -87.595793934)"
25337,JD304982,07/21/2020 01:33:00 PM,065XX S MARYLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,20,42,01A,1183017,1861890,2020,07/28/2020 03:53:53 PM,41.776227084,-87.604618626,"(41.776227084, -87.604618626)"
25528,JD391209,10/07/2020 01:46:00 AM,014XX E 67TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0332,003,5,43,01A,1187016,1860525,2020,10/14/2020 03:53:10 PM,41.772387484,-87.590002019,"(41.772387484, -87.590002019)"
25342,JD306704,07/23/2020 12:21:00 AM,014XX E 67TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,0321,003,5,42,01A,1186958,1860855,2020,07/30/2020 03:47:03 PM,41.773294408,-87.590204175,"(41.773294408, -87.590204175)"
25356,JD314167,07/29/2020 04:04:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0312,003,20,69,01A,1180026,1862452,2020,09/05/2020 03:46:51 PM,41.777838294,-87.615566126,"(41.777838294, -87.615566126)"
25371,JD321726,08/06/2020 08:00:00 AM,073XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,OFFICE,true,false,0324,003,7,43,01A,1188082,1856697,2020,08/13/2020 03:48:16 PM,41.761857773,-87.586216316,"(41.761857773, -87.586216316)"
2860,HK562333,08/16/2004 10:35:00 PM,071XX S JEFFERY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,0333,003,,,01A,1190784,1857875,2004,01/24/2021 03:44:55 PM,41.765025476,-87.576275351,"(41.765025476, -87.576275351)"
25729,JE115131,01/17/2021 08:36:00 AM,064XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,CHA ELEVATOR,false,false,0312,003,20,69,01A,1180029,1862350,2021,01/24/2021 03:47:22 PM,41.777558327,-87.615558249,"(41.777558327, -87.615558249)"
1069,G544216,09/10/2001 11:24:00 PM,072XX S YATES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0334,003,,,01A,1193463,1857410,2001,01/24/2021 03:44:55 PM,41.763684359,-87.566471415,"(41.763684359, -87.566471415)"
2584,HK152218,01/30/2004 07:44:00 AM,073XX S JEFFERY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0333,003,,,01A,1190810,1856850,2004,01/24/2021 03:44:55 PM,41.762212165,-87.576213123,"(41.762212165, -87.576213123)"
25562,JD404202,10/19/2020 01:41:00 PM,070XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,0322,003,6,69,01A,1177514,1857990,2020,10/26/2020 03:50:27 PM,41.765651252,-87.624909847,"(41.765651252, -87.624909847)"
25734,JE119595,01/21/2021 10:28:00 PM,061XX S ST LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0313,003,20,42,01A,1181291,1864429,2021,01/28/2021 03:49:05 PM,41.783234302,-87.610867758,"(41.783234302, -87.610867758)"
25578,JD414137,10/29/2020 08:46:00 AM,073XX S PHILLIPS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0334,003,7,43,01A,1193921,1856721,2020,11/05/2020 03:49:04 PM,41.761782474,-87.564815341,"(41.761782474, -87.564815341)"
20943,HW334016,06/25/2013 06:05:00 AM,073XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0323,003,6,69,01A,1180176,1856537,2013,11/06/2020 03:47:54 PM,41.761603489,-87.615197285,"(41.761603489, -87.615197285)"
25585,JD417016,10/31/2020 09:04:00 PM,022XX E 68TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0331,003,5,43,01A,1192201,1860314,2020,11/07/2020 03:53:58 PM,41.771683937,-87.571002493,"(41.771683937, -87.571002493)"
23948,JB269440,05/18/2018 11:34:00 PM,071XX S EUCLID AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0333,003,5,43,01A,1190280,1857899,2018,02/04/2021 03:49:24 PM,41.765103492,-87.578121854,"(41.765103492, -87.578121854)"
25507,JD382767,09/29/2020 03:09:00 AM,067XX S CORNELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0332,003,5,43,01A,1188366,1860528,2020,02/04/2021 03:49:24 PM,41.772363591,-87.585053288,"(41.772363591, -87.585053288)"
25598,JD423611,11/07/2020 04:07:00 AM,021XX E 72ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0333,003,5,43,01A,1191592,1857310,2020,11/14/2020 03:50:47 PM,41.763455518,-87.573332145,"(41.763455518, -87.573332145)"
22128,HY443182,09/29/2015 02:56:00 PM,072XX S EXCHANGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,0334,003,7,43,01A,1193952,1857506,2015,11/21/2020 03:45:46 PM,41.763935813,-87.564676016,"(41.763935813, -87.564676016)"
25764,JE136346,02/08/2021 07:44:00 PM,073XX S DANTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,8,43,01A,1187140,1856680,2021,02/15/2021 03:50:56 PM,41.761833522,-87.58966934,"(41.761833522, -87.58966934)"
25763,JE136378,02/08/2021 08:30:00 PM,062XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0313,003,20,42,01A,1182636,1863821,2021,02/15/2021 03:50:56 PM,41.781534778,-87.605955453,"(41.781534778, -87.605955453)"
25774,JE142625,02/15/2021 06:11:00 PM,003XX E 68TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0322,003,20,69,01A,1179369,1859993,2021,02/22/2021 03:49:17 PM,41.771105569,-87.61804966,"(41.771105569, -87.61804966)"
25040,JD209949,04/16/2020 02:57:00 AM,070XX S CLYDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0331,003,5,43,01A,1191427,1858764,2020,02/25/2021 03:49:23 PM,41.767449408,-87.57388984,"(41.767449408, -87.57388984)"
25781,JE149236,02/22/2021 09:20:00 PM,074XX S SOUTH CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,003,5,69,01A,1185249,1855793,2021,03/02/2021 03:47:53 PM,41.759444161,-87.596627814,"(41.759444161, -87.596627814)"
1423,HH277746,04/02/2002 06:40:00 PM,070XX S CRANDON  AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0331,003,,,01A,1192539,1858812,2002,03/19/2019 04:11:22 PM,41.767554109,-87.569812396,"(41.767554109, -87.569812396)"
18985,HR459687,08/01/2009 04:35:00 AM,067XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0322,003,20,69,01A,1177888,1860282,2009,03/18/2019 04:08:09 PM,41.771932287,-87.623469688,"(41.771932287, -87.623469688)"
19559,HS471581,08/19/2010 11:30:00 PM,074XX S KENWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0324,003,5,43,01A,1186501,1855866,2010,03/18/2019 04:08:09 PM,41.759614966,-87.592037022,"(41.759614966, -87.592037022)"
20318,HV202542,03/17/2012 10:19:00 PM,064XX S ELLIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0314,003,20,42,01A,1184162,1862550,2012,06/20/2020 03:48:45 PM,41.778011482,-87.600400564,"(41.778011482, -87.600400564)"
21520,HX395473,08/20/2014 04:03:00 PM,012XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0324,003,5,69,01A,1185905,1858189,2014,03/18/2019 04:08:09 PM,41.766003567,-87.594148163,"(41.766003567, -87.594148163)"
2301,HJ520831,07/26/2003 07:42:00 PM,007XX E 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0312,003,20,42,01A,1182445,1863405,2003,03/19/2019 04:11:22 PM,41.780397667,-87.606668585,"(41.780397667, -87.606668585)"
23993,JB303195,06/12/2018 03:04:00 AM,000XX E MARQUETTE RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0322,003,20,69,01A,1178186,1860616,2018,03/18/2019 04:08:09 PM,41.772842064,-87.6223672,"(41.772842064, -87.6223672)"
2822,HK522280,07/29/2004 12:23:00 AM,062XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,true,false,0311,003,20,40,01A,1177791,1863564,2004,03/19/2019 04:11:22 PM,41.780940635,-87.623725984,"(41.780940635, -87.623725984)"
724,G159652,03/20/2001 06:17:00 PM,067XX S JEFFERY AV,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0331,003,,,01A,1190706,1860644,2001,01/24/2021 03:44:55 PM,41.772625715,-87.576471929,"(41.772625715, -87.576471929)"
649,G022582,01/11/2001 02:25:00 PM,074XX S YATES AV,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0334,003,,,01A,1193495,1856107,2001,01/24/2021 03:44:55 PM,41.760108044,-87.56639671,"(41.760108044, -87.56639671)"
25793,JE155328,03/01/2021 02:54:00 AM,062XX S PARK SHORE EAST CT,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0314,003,5,42,01A,1187569,1863987,2021,03/08/2021 03:55:51 PM,41.781874364,-87.587864899,"(41.781874364, -87.587864899)"
25794,JE156497,03/02/2021 03:51:00 AM,070XX S MERRILL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0331,003,5,43,01A,1191762,1858673,2021,03/26/2021 04:58:11 PM,41.767191574,-87.572664894,"(41.767191574, -87.572664894)"
25809,JE168486,03/14/2021 04:55:00 AM,067XX S SOUTH CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0322,003,20,69,01A,1180481,1860288,2021,03/21/2021 04:49:58 PM,41.771889629,-87.613964461,"(41.771889629, -87.613964461)"
25808,JE168486,03/14/2021 04:55:00 AM,067XX S SOUTH CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0322,003,20,69,01A,1180481,1860288,2021,03/21/2021 04:49:58 PM,41.771889629,-87.613964461,"(41.771889629, -87.613964461)"
25859,JE195887,04/11/2021 12:52:00 AM,067XX S JEFFERY BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0332,003,5,43,01A,1190703,1860753,2021,04/18/2021 05:28:06 PM,41.772924892,-87.57647941,"(41.772924892, -87.57647941)"
25627,JD393309,11/23/2020 05:05:00 PM,072XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0323,003,6,69,01A,1180160,1857168,2020,05/21/2021 05:17:16 PM,41.763335387,-87.61523662,"(41.763335387, -87.61523662)"
4328,HN704151,11/14/2007 12:30:00 AM,061XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,true,0311,003,20,40,01A,1179093,1864370,2007,05/21/2021 05:17:16 PM,41.783122796,-87.618928079,"(41.783122796, -87.618928079)"
25921,JE231076,05/15/2021 02:44:00 PM,013XX E MARQUETTE RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,003,5,42,01A,1185905,1861493,2021,05/22/2021 05:19:13 PM,41.775070039,-87.594044066,"(41.775070039, -87.594044066)"
26007,JE269018,06/17/2021 09:03:00 AM,062XX S EVANS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,003,20,42,01A,1182291,1863899,2021,06/24/2021 05:09:32 PM,41.781756818,-87.607217875,"(41.781756818, -87.607217875)"
2394,HJ643457,09/21/2003 10:03:00 AM,008XX E 74TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0323,003,6,69,01A,1183011,1856128,2003,05/25/2021 04:50:50 PM,41.760415736,-87.604819536,"(41.760415736, -87.604819536)"
25931,JE235752,05/19/2021 09:28:00 PM,017XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,0332,003,5,43,01A,1188979,1858278,2021,09/01/2021 04:45:36 PM,41.766174746,-87.582878208,"(41.766174746, -87.582878208)"
25930,JE235091,05/19/2021 12:10:00 PM,074XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,false,false,0323,003,6,69,01A,1180198,1855702,2021,05/26/2021 04:57:08 PM,41.759311656,-87.615142204,"(41.759311656, -87.615142204)"
25938,JE237102,05/21/2021 03:45:00 AM,073XX S BLACKSTONE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,8,43,01A,1187480,1856442,2021,05/28/2021 05:02:05 PM,41.761172356,-87.588430774,"(41.761172356, -87.588430774)"
25967,JE251377,06/02/2021 05:06:00 PM,063XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0312,003,20,42,01A,1180993,1863031,2021,06/09/2021 04:50:00 PM,41.779404922,-87.61200331,"(41.779404922, -87.61200331)"
25971,JE252857,06/03/2021 11:03:00 PM,067XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,0321,003,20,42,01A,1182717,1860597,2021,06/10/2021 04:53:51 PM,41.77268594,-87.605758495,"(41.77268594, -87.605758495)"
1586,HH485645,07/03/2002 12:40:00 AM,014XX E 66TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0321,003,5,42,01A,1187010,1861192,2002,06/18/2021 04:47:01 PM,41.774217931,-87.590002881,"(41.774217931, -87.590002881)"
24891,JD101694,01/02/2020 02:19:00 PM,069XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0322,003,6,69,01A,1178364,1858948,2020,06/19/2021 04:51:34 PM,41.768260855,-87.621765291,"(41.768260855, -87.621765291)"
25506,JD382095,09/28/2020 02:22:00 PM,070XX S PAXTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0331,003,5,43,01A,1192095,1858802,2020,06/22/2021 04:55:43 PM,41.767537472,-87.571440144,"(41.767537472, -87.571440144)"
26011,JE270867,06/18/2021 05:26:00 PM,063XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0312,003,20,69,01A,1180012,1862947,2021,06/25/2021 05:13:38 PM,41.779196943,-87.615602304,"(41.779196943, -87.615602304)"
26023,JE274634,06/21/2021 05:59:00 PM,063XX S KIMBARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,true,0314,003,20,42,01A,1185731,1863151,2021,06/28/2021 05:29:32 PM,41.779623837,-87.594629708,"(41.779623837, -87.594629708)"
26039,JE281738,06/27/2021 09:47:00 PM,020XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0331,003,5,43,01A,1191241,1858327,2021,07/04/2021 04:52:17 PM,41.766254751,-87.574585728,"(41.766254751, -87.574585728)"
26052,JE285670,07/01/2021 08:55:00 AM,068XX S RIDGELAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0332,003,5,43,01A,1189044,1860058,2021,08/26/2021 04:44:46 PM,41.771057658,-87.582583015,"(41.771057658, -87.582583015)"
26065,JE289027,07/03/2021 10:00:00 PM,062XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0313,003,20,42,01A,1180654,1863710,2021,07/10/2021 05:05:33 PM,41.781275961,-87.613225264,"(41.781275961, -87.613225264)"
26073,JE290325,07/05/2021 01:30:00 AM,061XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0311,003,20,40,01A,1177770,1864333,2021,07/12/2021 05:00:45 PM,41.783051325,-87.623779709,"(41.783051325, -87.623779709)"
26074,JE290325,07/05/2021 01:36:00 AM,061XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0311,003,20,40,01A,1177770,1864333,2021,07/12/2021 05:00:45 PM,41.783051325,-87.623779709,"(41.783051325, -87.623779709)"
26090,JE296903,07/10/2021 03:23:00 PM,073XX S DORCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0324,003,8,43,01A,1186809,1856680,2021,07/17/2021 05:02:43 PM,41.761841368,-87.590882475,"(41.761841368, -87.590882475)"
26098,JE298240,07/11/2021 08:40:00 PM,020XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0333,003,5,43,01A,1191245,1858267,2021,07/18/2021 04:56:02 PM,41.766090009,-87.574573007,"(41.766090009, -87.574573007)"
26111,JE146705,02/20/2021 09:04:00 AM,072XX S JEFFERY BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0333,003,5,43,01A,1190792,1857540,2021,07/19/2021 04:58:13 PM,41.764106016,-87.576256836,"(41.764106016, -87.576256836)"
26126,JE308136,07/20/2021 05:39:00 PM,071XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0323,003,6,69,01A,1178836,1857821,2021,07/27/2021 05:06:23 PM,41.765157518,-87.620069455,"(41.765157518, -87.620069455)"
26130,JE310120,07/22/2021 01:00:00 PM,063XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,0312,003,20,42,01A,1182650,1863246,2021,11/15/2021 03:47:36 PM,41.7799566,-87.605921959,"(41.7799566, -87.605921959)"
26132,JE311788,07/23/2021 07:57:00 PM,070XX S MERRILL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0331,003,5,43,01A,1191764,1858596,2021,07/30/2021 05:16:09 PM,41.766980232,-87.572660059,"(41.766980232, -87.572660059)"
